Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path
Study in E minor; Op. 48,Mauro Giuliani,3,3,XII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Etude.gp3.tokens.txt","datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Etude.gp3",,,
"Study in E, Op. 44 no. 3",Fernando Sor,7,5,XI,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 3.gp4",,,
Study No. 1,Fernando Sor,6,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 6 No 1 by Fernando Sor.pdf,,,,,
Study No. 1,Mateo Carcassi,2,2,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 1 by Matteo Carcassi.pdf,,,,,
Study No. 1 from 'Five Studies for Guitar',Frederic Hand,8,5,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Nocturne in Fm (Op 55 No 1) by Frederic Chopin.pdf,,,,,
Study No. 10,Matteo Carcassi,6,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 10 by Matteo Carcassi.pdf,,,,,
Study No. 11,Mateo Carcassi,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 11 by Matteo Carcassi.pdf,,,,,
Study No. 16,Mateo Carcassi,3,2,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 16 D Minor by Matteo Carcassi.pdf,,,,,
Study No. 18,Mateo Carcassi,7,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 18 by Matteo Carcassi.pdf,,,,,
Study No. 2,Fernando Sor,3,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op6-2.pdf,,,,,
Study No. 23,Mateo Carcassi,7,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 23 by Matteo Carcassi.pdf,,,,,
Study No. 3,Fernando Sor,4,3,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio 3 (Op. 6, No. 2).gp4",,,
Study No. 3,Fernando Sor,9,5,VII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. III.gp3",,,
Study No. 5,Fernando Sor,4,3,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 5 by Fernando Sor.pdf,,,,,
Study No. 6,Fernando Sor,4,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/sor-op6-6.pdf,,,,,
Study No. 6,Mateo Carcassi,2,2,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 59 No 6 by Matteo Carcassi.pdf,,,,,
Study No. 6,Fernando Sor,3,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude N-6 En Re Majeur.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude N-6 En Re Majeur.gp4",,,
Study No. 6,Matteo Carcassi,6,4,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 6 in C by Matteo Carcassi.pdf,,,,,
Study No. 7,Matteo Carcassi,5,3,IV,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 7 in A Minor by Matteo Carcassi.pdf,,,,,
Study No. 9,Fernando Sor,7,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 9 by Fernando Sor.pdf,,,,,
"Study, 31 no. 17",Fernando Sor,3,1,I,Classical,found,gaps,,,,Bk1wc,datasets/gaps_v1/readable_musicxml/Fernando Sor - Opus 35 No 17 in D.xml,
"Study, Op. 100 no. 2",Mauro Giuliani,2,2,III,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Etude (2).gp4.tokens.txt","datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Etude (2).gp4",,,gaps_v1/musicxml/giuliani-opus100-no11.xml
"Study, Op. 111 no. 11",Mauro Giuliani,10,4,X,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4.tokens.txt","datasets/DadaGP-v1.1/G/Giuliani, Mauro/Giuliani, Mauro - Opera 100 N. 11.gp4",,,
"Study, Op. 139 no. 1",Mauro Giuliani,2,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 139 No 1 by Mauro Giuliani.pdf,,,,,gaps_v1/musicxml/giuliani-op139no3.xml
"Study, Op. 139 no. 3",Mauro Giuliani,5,3,VII,Classical,found,gaps,,,,fY1wc,datasets/gaps_v1/readable_musicxml/Mauro Giuliani - Opus 139 No. 3.xml,gaps_v1/musicxml/giuliani-op139no3.xml
"Study, Op. 139 no. 5",Mauro Giuliani,4,3,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 139 No 5 by Mauro Giuliani.pdf,,,,,gaps_v1/musicxml/giuliani-op139no3.xml
"Study, Op. 139 no. 6",Mauro Giuliani,8,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 139 No 6 By Mauro Giuliani.pdf,,,,,gaps_v1/musicxml/giuliani-op139no3.xml
"Study, Op. 29 no. 13",Fernando Sor,7,4,VI,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude No. 13.gp4",,,gaps_v1/musicxml/sor-opus29-no24.xml
"Study, Op. 29 no. 19",Fernando Sor,8,4,IX,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Study No. 19.gp4",,,gaps_v1/musicxml/sor-opus29-no24.xml
"Study, Op. 31 no. 10",Fernando Sor,8,4,X,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 10.gp4",,,
"Study, Op. 31 no. 12",Fernando Sor,7,4,VII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio nss 12 en Sol M.gp3",,,
"Study, Op. 31 no. 16",Fernando Sor,9,3,VI,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 31 No 16 by Fernando Sor.pdf,,,,,
"Study, Op. 31 no. 4",Fernando Sor,5,3,V,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. IV.gp3",,,
"Study, Op. 35 no. 10",Fernando Sor,2,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 10 by Fernando Sor.pdf,,,,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Study, Op. 35 no. 14",Fernando Sor,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 35 No 14 by Fernando Sor.pdf,,,,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Study, Op. 35 no. 18",Fernando Sor,4,2,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Estudio No. 18.gp4",,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Study, Op. 35 no. 9",Fernando Sor,5,3,II,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Etude No. 9 Opus 35.gp4",,,gaps_v1/musicxml/Opus 35 No 17 in D by Fernando Sor.xml
"Study, Op. 39 no. 27",Anton Diabelli,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 39 No 27 by Anton Diabelli.pdf,,,,,
"Study, Op. 48 no. 23",Mauro Giuliani,9,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 No 23 by Mauro Giuliani.pdf,,,,,
"Study, Op. 48 no. 24",Mauro Giuliani,11,4,All,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 48 No 24 by Mauro Giuliani.pdf,,,,,
"Study, Op. 50 no. 1",Mauro Giuliani,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 1 by Mauro Giuliani.pdf,,,,,
"Study, Op. 50 no. 3",Mauro Giuliani,1,1,I,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 3 by Mauro Giuliani.pdf,,,,,
"Study, Op. 50 no. 5",Mauro Giuliani,1,1,V,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 5 by Mauro Giuliani.pdf,,,,,
"Study, Op. 50 no. 7",Mauro Giuliani,5,2,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 50 No 7 by Mauro Giuliani.pdf,,,,,
"Study, Op. 51 no. 1",Mauro Giuliani,2,1,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 Etude No 1 by Mauro Giuliani.pdf,,,,,
"Study, Op. 51 no. 12",Mauro Giuliani,7,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 12 by Mauro Giuliani.pdf,,,,,
"Study, Op. 51 no. 5",Mauro Giuliani,5,3,II,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 51 No 5 Andantino by Mauro Giuliani.pdf,,,,,
"Study, Op. 6 no. 6",Fernando Sor,8,4,XII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Moderato dalla I alla VI Posizione.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sor, Fernando/Sor, Fernando - Moderato dalla I alla VI Posizione.gp3",,,
"Study, Op. 60 no. 1",Matteo Carcassi,2,2,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 1 in C by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 10",Matteo Carcassi,4,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-10.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 11",Matteo Carcassi,2,2,III,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 11 in D Minor by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 12",Matteo Carcassi,10,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 12 in D by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 13",Matteo Carcassi,6,3,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 13 in A by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 14",Matteo Carcassi,5,3,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 14 in D by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 15",Matteo Carcassi,6,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-15.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 16",Matteo Carcassi,3,2,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-16.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 17",Matteo Carcassi,7,3,VIII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 17 in A Minor by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 18",Matteo Carcassi,7,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 18 in A by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 2",Matteo Carcassi,4,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 2 in A minor by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 20",Matteo Carcassi,12,4,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-opus60-20.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 21",Matteo Carcassi,7,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-opus60-21.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 22",Matteo Carcassi,12,4,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 22 in C by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 23",Matteo Carcassi,7,3,X,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 23 in A by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 24",Matteo Carcassi,11,6,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 24 in E by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 25",Matteo Carcassi,11,4,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-25.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 4",Matteo Carcassi,6,4,XII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/Opus 60 No 4 by Matteo Carcassi.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 5",Matteo Carcassi,8,4,VII,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-5.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 6",Matteo Carcassi,2,2,V,Classical,found,gaps,,,,Dc1wc,datasets/gaps_v1/readable_musicxml/Matteo Carcassi - Opus 60 No 6 in C.xml,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 7",Matteo Carcassi,3,2,III,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Etude op 60 no 7.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Etude op 60 no 7.gp3",,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 8",Matteo Carcassi,6,3,VII,Classical,found,dada_gp,,"datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Andante nss 8.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Carcassi, Mateo/Carcassi, Mateo - Andante nss 8.gp3",,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Study, Op. 60 no. 9",Matteo Carcassi,11,4,IX,Classical,found,pdf,pdf-20260524T103936Z-3-001/pdf/carcassi-op60-9.pdf,,,,,gaps_v1/musicxml/Opus 60 No 7 in A Minor by Matteo Carcassi.xml
"Suite 1 for Cello, BWV 1007: i. Prelude",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1007-prelude.pdf,,,,,
"Suite 1 for Cello, BWV 1007: ii.  Allemande",J.S. Bach,7,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1007 Allemande by Johann Sebastian Bach.pdf,,,,,
"Suite 1 for Cello, BWV 1007: iii.  Courante",J.S. Bach,8,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1007 Courante by Johann Sebastian Bach.pdf,,,,,
"Suite 1 for Cello, BWV 1007: iv.  Sarabande",J.S. Bach,7,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1007 Sarabande by Johann Sebastian Bach.pdf,,,,,
"Suite 1 for Cello, BWV 1007: v. Minuets I and II",J.S. Bach,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1007-allemande.pdf,,,,,
"Suite 1 for Cello, BWV 1007: vi. Gigue",J.S. Bach,8,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1007-gigue.pdf,,,,,
"Suite 2 for Cello, BWV 1008: i. Prelude",J.S. Bach,8,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1008 Prelude by Johann Sebastian Bach.pdf,,,,,
"Suite 2 for Cello, BWV 1008: ii. Allemande",J.S. Bach,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1008-allemande.pdf,,,,,
"Suite 2 for Cello, BWV 1008: iii.  Courante",J.S. Bach,8,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1008-courante.pdf,,,,,
"Suite 2 for Cello, BWV 1008: iv. Sarabande",J.S. Bach,7,5,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1008-sarabande.pdf,,,,,
"Suite 2 for Cello, BWV 1008: v.  Menuet I and II",J.S. Bach,6,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1008 Menuet II by Johann Sebastian Bach.pdf,,,,,
"Suite 2 for Cello, BWV 1008: vi. Gigue",J.S. Bach,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1008-gigue.pdf,,,,,
"Suite 3 for Cello, BWV 1009: i. Prelude",J.S. Bach,9,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1009 Prelude by Johann Sebastian Bach.pdf,,,,,
"Suite 3 for Cello, BWV 1009: ii. Allemande",J.S. Bach,9,6,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1009 Cello Suite In A Major Allemande by Johann Sebastian Bach.pdf,,,,,
"Suite 3 for Cello, BWV 1009: iii. Courante",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1009-courante.pdf,,,,,
"Suite 3 for Cello, BWV 1009: iv. Sarabande",J.S. Bach,9,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1009-sarabande.pdf,,,,,
"Suite 3 for Cello, BWV 1009: v. Bouree I & II",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1009 Cello Suite In A Major 6 Bouree II by Johann Sebastian Bach.pdf,,,,,
"Suite 3 for Cello, BWV 1009: vi. Gigue",J.S. Bach,8,5,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1009 Cello Suite In A Major Gigue by Johann Sebastian Bach.pdf,,,,,
"Suite 4 for Cello, BWV 1010: i. Prelude",J.S. Bach,9,6,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1010-1-prelude.pdf,,,,,
"Suite 4 for Cello, BWV 1010: ii. Allemande",J.S. Bach,7,4,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1010-2-allemande.pdf,,,,,
"Suite 4 for Cello, BWV 1010: iv. Sarabande",J.S. Bach,8,5,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1010-4-sarabande.pdf,,,,,
"Suite 4 for Cello, BWV 1010: v.  Bouree I and II",J.S. Bach,7,4,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bouree Cello Suite III.gp3",,,
"Suite 5 for Cello, BWV 1011: i. Prelude",J.S. Bach,11,6,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1011-i-prelude.pdf,,,,,
"Suite 5 for Cello, BWV 1011: ii.  Allemande",J.S. Bach,6,7,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1011-ii-allemande.pdf,,,,,
"Suite 5 for Cello, BWV 1011: iii. Courante",J.S. Bach,8,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1011-iii-courante.pdf,,,,,
"Suite 5 for Cello, BWV 1011: iv.  Sarabande",J.S. Bach,5,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1011-iv-sarabande.pdf,,,,,
"Suite 6 for Cello, BWV 1012: i . Prelude",J.S. Bach,9,6,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1012-prelude.pdf,,,,,
"Suite 6 for Cello, BWV 1012: ii. Allemande",J.S. Bach,10,7,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1012-allemande.pdf,,,,,
"Suite 6 for Cello, BWV 1012: iii.  Courante",J.S. Bach,7,6,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1012-courante.pdf,,,,,
"Suite 6 for Cello, BWV 1012: iv.  Sarabande",J.S. Bach,6,4,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 1012 Sarabande by Johann Sebastian Bach.pdf,,,,,
"Suite 6 for Cello, BWV 1012: vi.  Gigue",J.S. Bach,10,6,X,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1012-gigue.pdf,,,,,
Suite Andaluza: III. Tango,Celedonio Romero,8,6,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Tango by Celedonio Romero.pdf,,,,,
Suite Andaluza: IV. Zapateado,Celedonio Romero,8,5,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Zapateado by Celedonio Romero.pdf,,,,,
Suite Castellana: Arada,Federico Moreno-Torroba,10,8,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Castellana II Arada by Federico Moreno Torroba.pdf,,,,,
Suite en La Mayor: Chacona,Gaspar Sanz,8,4,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Chacona) by Gaspar Sanz.pdf,,,,,
Suite en La Mayor: Granduque I,Gaspar Sanz,6,3,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Granduque 1) by Gaspar Sanz.pdf,,,,,
Suite en La Mayor: Granduque II,Gaspar Sanz,7,3,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Granduque 2) by Gaspar Sanz.pdf,,,,,
Suite en La Mayor: Matachin,Gaspar Sanz,6,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Matachin) by Gaspar Sanz.pdf,,,,,
Suite en La Mayor: Passacalles,Gaspar Sanz,9,4,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Passacalles) by Gaspar Sanz.pdf,,,,,
Suite en La Mayor: Villanos,Gaspar Sanz,6,3,IX,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite En La Mayor (Passo) by Gaspar Sanz.pdf,,,,,
Suite en La Menor: 4. Pavanas,Gaspar Sanz,5,3,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite Espanola 04 Passacalles by Gaspar Sanz.pdf,,,,,
Suite en Mi Menor: 2. Sesquialtera,Gaspar Sanz,8,3,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Sesquialtera.gp3.tokens.txt","datasets/DadaGP-v1.1/S/Sanz, Gaspar/Sanz, Gaspar - Sesquialtera.gp3",,,
Suite en Re Mayor: 2. Rujero y Paradetas,Gaspar Sanz,4,2,II,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Paradetas by Gaspar Sanz.pdf,,,,,
"Suite for Solo Violoncello, BWV 1007: Prelude",J.S. Bach,8,5,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1007-prelude2.pdf,,,,,
"Suite for Solo Violoncello, BWV 1009: Gigue",J.S. Bach,8,4,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/bach-bwv1009-gigue.pdf,,,,,
Suite I: i. Passagio-Presto; BWV 996,J.S. Bach,14,7,VII,Baroque,found,dada_gp,,"datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4.tokens.txt","datasets/DadaGP-v1.1/B/Bach, Johann Sebastian/Bach, Johann Sebastian - Bwv 996 N-1 Suite PrCdule Presto.gp4",,,
Suite I: iii. Courante; BWV 996,J.S. Bach,12,8,VII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV996 Courante by Johann Sebastian Bach.pdf,,,,,
Suite I: vi. Gigue; BWV 996,J.S. Bach,18,7,VIII,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/BWV 996 6 Gigue by Johann Sebastian Bach.pdf,,,,,
Suite in D Minor: i. Prelude,Robert de Visee,4,2,IV,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Suite in B Minor (Prelude) by Robert de Visee.pdf,,,,,
Suite in D Minor: ii. Allemande,Robert de Visee,6,3,V,Baroque,found,pdf,pdf-20260524T103936Z-3-001/pdf/Lute Suite In D Minor 2 Allemande by Robert de Visee.pdf,,,,,
